No.,企業名,カテゴリ,運営会社,都道府県,住所詳細,担当部署,代表電話,メールアドレス,公式URL,規模・店舗数,主要サービス,営業状況,PRTIMES掲載実績,収集状況,備考
9086,,美容鍼灸院,,宮崎県,,,,,,,美容鍼灸院関連サービス,営業中（推定）,,未収集,収集元推奨: 日本鍼灸師会地方師会会員名簿 / 鍼灸ポータルサイト
9087,,美容鍼灸院,,宮崎県,,,,,,,美容鍼灸院関連サービス,営業中（推定）,,未収集,収集元推奨: 日本鍼灸師会地方師会会員名簿 / 鍼灸ポータルサイト
9088,,アロマ・リラクゼーション,,宮崎県,,,,,,,アロマ リラクゼーション関連サービス,営業中（推定）,,未収集,収集元推奨: AEAJ認定サロン一覧 / ホットペッパービューティー
9089,,アロマ・リラクゼーション,,宮崎県,,,,,,,アロマ リラクゼーション関連サービス,営業中（推定）,,未収集,収集元推奨: AEAJ認定サロン一覧 / ホットペッパービューティー
9090,,アロマ・リラクゼーション,,宮崎県,,,,,,,アロマ リラクゼーション関連サービス,営業中（推定）,,未収集,収集元推奨: AEAJ認定サロン一覧 / ホットペッパービューティー
9091,,アロマ・リラクゼーション,,宮崎県,,,,,,,アロマ リラクゼーション関連サービス,営業中（推定）,,未収集,収集元推奨: AEAJ認定サロン一覧 / ホットペッパービューティー
9092,,アロマ・リラクゼーション,,宮崎県,,,,,,,アロマ リラクゼーション関連サービス,営業中（推定）,,未収集,収集元推奨: AEAJ認定サロン一覧 / ホットペッパービューティー
9093,,美容クリニック,,宮崎県,,,,,,,美容クリニック関連サービス,営業中（推定）,,未収集,収集元推奨: 日本美容外科学会(JSAS)会員 / 各クリニック公式サイト
9094,,美容クリニック,,宮崎県,,,,,,,美容クリニック関連サービス,営業中（推定）,,未収集,収集元推奨: 日本美容外科学会(JSAS)会員 / 各クリニック公式サイト
9095,,美容クリニック,,宮崎県,,,,,,,美容クリニック関連サービス,営業中（推定）,,未収集,収集元推奨: 日本美容外科学会(JSAS)会員 / 各クリニック公式サイト
9096,,美容クリニック,,宮崎県,,,,,,,美容クリニック関連サービス,営業中（推定）,,未収集,収集元推奨: 日本美容外科学会(JSAS)会員 / 各クリニック公式サイト
9097,,美容クリニック,,宮崎県,,,,,,,美容クリニック関連サービス,営業中（推定）,,未収集,収集元推奨: 日本美容外科学会(JSAS)会員 / 各クリニック公式サイト
9098,,美容機器メーカー・ディーラー,,宮崎県,,,,,,,美容機器メーカー ディーラー関連サービス,営業中（推定）,,未収集,収集元推奨: BeautyWorld Japan展示会出展者一覧 / 国税庁法人番号DB
9099,,美容機器メーカー・ディーラー,,宮崎県,,,,,,,美容機器メーカー ディーラー関連サービス,営業中（推定）,,未収集,収集元推奨: BeautyWorld Japan展示会出展者一覧 / 国税庁法人番号DB
9100,,美容機器メーカー・ディーラー,,宮崎県,,,,,,,美容機器メーカー ディーラー関連サービス,営業中（推定）,,未収集,収集元推奨: BeautyWorld Japan展示会出展者一覧 / 国税庁法人番号DB
9101,,美容機器メーカー・ディーラー,,宮崎県,,,,,,,美容機器メーカー ディーラー関連サービス,営業中（推定）,,未収集,収集元推奨: BeautyWorld Japan展示会出展者一覧 / 国税庁法人番号DB
9102,,化粧品メーカー,,宮崎県,,,,,,,化粧品メーカー関連サービス,営業中（推定）,,未収集,収集元推奨: 日本化粧品工業会(JCIA)会員 / 国税庁法人番号DB
9103,,化粧品メーカー,,宮崎県,,,,,,,化粧品メーカー関連サービス,営業中（推定）,,未収集,収集元推奨: 日本化粧品工業会(JCIA)会員 / 国税庁法人番号DB
9104,,化粧品メーカー,,宮崎県,,,,,,,化粧品メーカー関連サービス,営業中（推定）,,未収集,収集元推奨: 日本化粧品工業会(JCIA)会員 / 国税庁法人番号DB
9105,,化粧品メーカー,,宮崎県,,,,,,,化粧品メーカー関連サービス,営業中（推定）,,未収集,収集元推奨: 日本化粧品工業会(JCIA)会員 / 国税庁法人番号DB
9106,,化粧品メーカー,,宮崎県,,,,,,,化粧品メーカー関連サービス,営業中（推定）,,未収集,収集元推奨: 日本化粧品工業会(JCIA)会員 / 国税庁法人番号DB
9107,,ヘアサロン・サロンオーナー,,宮崎県,,,,,,,ヘアサロン サロンオーナー関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー / 美容師会 / iタウンページ
9108,,ヘアサロン・サロンオーナー,,宮崎県,,,,,,,ヘアサロン サロンオーナー関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー / 美容師会 / iタウンページ
9109,,ヘアサロン・サロンオーナー,,宮崎県,,,,,,,ヘアサロン サロンオーナー関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー / 美容師会 / iタウンページ
9110,,ヘアサロン・サロンオーナー,,宮崎県,,,,,,,ヘアサロン サロンオーナー関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー / 美容師会 / iタウンページ
9111,,ヘアサロン・サロンオーナー,,宮崎県,,,,,,,ヘアサロン サロンオーナー関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー / 美容師会 / iタウンページ
9112,,IT・AI×美容,,宮崎県,,,,,,,IT AI×美容関連サービス,営業中（推定）,,未収集,収集元推奨: スタートアップDB / PRTIMES / 展示会(BeautyTech系)
9113,,IT・AI×美容,,宮崎県,,,,,,,IT AI×美容関連サービス,営業中（推定）,,未収集,収集元推奨: スタートアップDB / PRTIMES / 展示会(BeautyTech系)
9114,,IT・AI×美容,,宮崎県,,,,,,,IT AI×美容関連サービス,営業中（推定）,,未収集,収集元推奨: スタートアップDB / PRTIMES / 展示会(BeautyTech系)
9115,,IT・AI×美容,,宮崎県,,,,,,,IT AI×美容関連サービス,営業中（推定）,,未収集,収集元推奨: スタートアップDB / PRTIMES / 展示会(BeautyTech系)
9116,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9117,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9118,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9119,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9120,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9121,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9122,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9123,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9124,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9125,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9126,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9127,,エステサロン,,愛媛県,,,,,,,エステサロン関連サービス,営業中（推定）,,未収集,収集元推奨: ホットペッパービューティー掲載企業公式サイト / 日本エステティック協会会員
9128,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
9129,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
9130,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
9131,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
9132,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
9133,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
9134,,ネイルサロン,,愛媛県,,,,,,,ネイルサロン関連サービス,営業中（推定）,,未収集,収集元推奨: JNA（日本ネイリスト協会）会員 / ホットペッパービューティー
